0 0 B-LOC NN NNP
NN NNP B-LOC NN NST
SYM NN B-LOC NN NN
SYM NN B-LOC NN JJ
NN JJ B-LOC PSP VM
PSP VM B-LOC NN JJ
NN WQ B-LOC NN NN
DEM NN B-LOC NN QC
NNP NN B-NUM RB VM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC RB VM
VM SYM B-LOC NN NNP
NNP NN B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
SYM NNP B-PERSON SYM NN
NN NN B-NUM RB VM
VM SYM B-LOC NN NNP
NNP NN B-LOC VM NN
PRP PSP B-LOC NN JJ
SYM RP B-LOC NNP NN
RP NNP I-LOC NN JJ
VM SYM B-YEAR PSP NNP
QC PSP B-LOC NN VM
NNP NN B-LOC PSP NNP
VM PSP B-LOC PSP NN
VM NST B-ORG NN NNP
NN NN B-LOC PSP NNP
NNP PSP B-ORG NN VM
SYM CC B-LOC VM NNP
NNP VM B-LOC NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN VM B-ORG NN VM
SYM CC B-LOC NN NN
VM SYM B-LOC NN NN
NN VM B-ORG NN VM
NN NN B-NUM NN RB
NN RB B-NUM NN VM
SYM NN B-PERSON NN NN
NN NN B-PERSON NN VM
SYM RB B-LOC NN NN
NN VM B-LOC RB VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NN
NN NN B-PERSON PRP NN
NN NNP I-PERSON NN PSP
NN PSP B-NUM NN NN
VM SYM B-LOC NN NN
NN PSP B-PERSON NNP PSP
PSP NNP I-PERSON PSP VM
VM VM B-PERSON SYM NN
NN PSP B-PERSON NNP SYM
PSP NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN QC
NNP NN B-NUM SYM QC
QC SYM B-NUM NN NN
SYM NN B-PERSON VM NN
NN PSP B-PERSON NN NN
NST SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
VM DEM B-PERIOD NN NNP
DEM QC I-PERIOD NNP NN
QC NN B-LOC NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN WQ B-NUM NN VM
VM NN B-PERSON NN VM
VM SYM B-LOC NN NN
NN NN B-PERIOD NN NN
NN QC I-PERIOD NN NN
NN NN B-NUM NN NN
NN NN B-PERSON NN NN
RB NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN NN B-PERSON NN PRP
NN NNP B-DAY PRP NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
RB NN B-PERSON VM SYM
NN NN B-PERSON NN NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
NN NN B-PERSON PRP NN
NN NN I-PERSON NN NN
NN PRP I-PERSON NN VM
SYM CC B-LOC NST VM
VM SYM B-LOC NN NNP
NNP NN B-LOC NST NNP
NNP NST B-LOC PSP VM
VM SYM B-LOC PRP NN
SYM UT B-PERSON NNP VM
UT NNP I-PERSON VM SYM
VM SYM B-DAY NN NNP
NN NN B-LOC PSP PRP
PSP PRP B-PERSON NNP JJ
PRP NNP I-PERSON JJ NN
VM SYM B-LOC NNP NN
SYM NNP B-LOC NN VM
VM SYM B-LOC NST NNP
NNP NST B-LOC PSP VM
PRP VM B-LOC NN NNP
NNP NN B-LOC NST VM
NN VM B-LOC NN NN
VM SYM B-NUM QC NN
SYM QC I-NUM NN RB
SYM QF B-PERIOD NN NNP
QF QC I-PERIOD NNP NN
QC NN B-LOC NN JJ
VM NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM SYM B-LOC SYM NNP
NNP SYM B-LOC RB NNP
NNP RB B-LOC JJ JJ
SYM CC B-LOC NN NN
NN NN B-LOC NN NN
NN NN B-NUM VM NN
VM NN B-LOC NN PRP
NN VM B-LOC NNP NN
VM NNP I-LOC NN NNP
NNP NN B-PERSON NNP NN
NN NNP I-PERSON NN PSP
SYM NN B-PERSON NNP NN
NN NNP I-PERSON NN SYM
NN SYM B-LOC NNP NN
SYM NNP I-LOC NN JJ
JJ NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP B-ORG NNP NN
NNP NNP I-ORG NN NN
NNP NNP I-ORG NN NN
NNP NN I-ORG NN VM
VM SYM B-LOC NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-LOC NNP NN
SYM NNP I-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-LOC NNP NN
SYM NNP I-LOC NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP DEM
NNP NNP I-PERSON DEM NN
VM SYM B-PERSON NNP JJ
SYM NNP I-PERSON JJ NN
PSP RB B-LOC PSP VM
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NNP
NNP SYM B-LOC NNP NN
SYM NNP I-LOC NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-DAY NNP VM
SYM NN B-LOC VM PRP
PRP NN B-PERSON NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NNP
NNP NN B-LOC NN NST
NN NST B-LOC NN NN
NST NNP B-DAY NN VM
NN VM B-LOC NNP NN
VM NNP B-LOC NN NN
PSP NN B-NUM VM QF
NN SYM B-PERIOD NST NN
NN PSP B-DATE NN PSP
VM SYM B-LOC NN VM
NN VM B-LOC VM NN
VM NN B-PERSON NNP NN
NN NNP B-LOC NN NN
NN NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
NST RB B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
SYM NNP B-PERSON NNP NNP
NNP NNP I-PERSON NNP NN
NNP NNP I-PERSON NN JJ
NNP NN B-LOC NN JJ
RB VM B-NUM NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
VM SYM B-LOC NN NN
NNP NN B-NUM NN VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NN
NN NN B-LOC NNP NN
VM NN B-PERSON NN VM
VM NN B-LOC UT VM
VM VM B-NUM QC NN
VM QC I-NUM NN NN
NN PSP B-LOC NN NN
NN SYM B-LOC NN NNP
NNP NN B-LOC PSP NNP
NNP PSP B-LOC NN VM
VM SYM B-LOC NNP NN
SYM NNP B-LOC NN PRP
VM SYM B-LOC NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
NN NN B-PERSON RB VM
VM SYM B-YEAR NNP NN
NNP NN B-LOC NST PRP
VM SYM B-LOC NN VM
NN VM B-LOC NN VM
VM SYM B-LOC PSP QC
NNP PSP B-NUM NN NN
NN NN B-LOC VM SYM
VM SYM B-DATE NN JJ
SYM VM B-LOC NN NNP
NNP NN B-LOC PSP RB
VM SYM B-NUM NN SYM
NN SYM B-NUM NN NN
QC NN B-DATE QC NN
NN NN I-DATE NN NN
VM NN B-PERIOD NN RB
NN QC I-PERIOD RB NN
VM SYM B-LOC NST NN
VM SYM B-PERIOD NN RB
VM NN B-LOC NN NNP
NNP NN B-LOC VM SYM
VM SYM B-LOC NN VM
VM SYM B-YEAR NST NN
VM SYM B-PERSON NNP NN
SYM NNP I-PERSON NN NN
PRP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM WQ
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NN SYM
SYM NNP I-PERSON SYM NN
SYM NN B-PERSON NNP SYM
NN NNP B-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NN
SYM NN B-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NN
JJ NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
VM SYM B-LOC SYM NNP
NN NN B-PERSON NNP PSP
NN NNP I-PERSON PSP NNP
NNP PSP B-LOC NN NN
NNP NN B-DAY NN VM
NN VM B-PERSON NNP VM
VM NNP I-PERSON VM SYM
SYM NN B-NUM CL NN
VM SYM B-LOC SYM NN
NNP SYM B-DAY NN NNP
NN NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
DEM NN B-LOC PSP QC
NNP PSP B-NUM NN NN
NN NST B-NUM RB VM
VM SYM B-ORG NN SYM
SYM NN I-ORG SYM NN
NN SYM B-DATE QC SYM
SYM NN I-DATE SYM NN
QC SYM B-ORG NN NN
SYM NN I-ORG NN NN
VM NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
VM SYM B-YEAR NNP NN
VM NN B-ORG NN PRP
NN NN I-ORG PRP WQ
NN VM B-ORG NN RB
VM NN I-ORG RB NN
NN RB B-ORG NN VM
RB NN I-ORG VM NN
VM UT B-PERSON NN NN
UT NNP B-ORG NN JJ
NNP NN I-ORG JJ NN
JJ NN B-PERSON NN NNP
NNP NN B-PERSON PSP VM
NN JJ B-DATE QC NN
JJ NN I-DATE NN NN
VM SYM B-DAY JJ NN
NN NN B-ORG NN NNP
NN NN I-ORG NNP NN
NN NN B-LOC NN NN
DEM NN B-DATE NN NN
QC NN B-ORG NN NN
NN NN I-ORG NN NN
PSP NN B-PERSON NNP QF
NN NNP I-PERSON QF NN
NNP QF B-PERIOD NN NST
QF NN I-PERIOD NST VM
SYM NST B-ORG NN NN
NST NN I-ORG NN VM
RB VM B-PERSON UT SYM
PRP NST B-NUM NN NN
NN SYM B-LOC SYM SYM
SYM SYM B-ORG NN NN
SYM NN I-ORG NN JJ
NN NN I-ORG JJ NN
NN VM B-ORG NN INTF
VM NN I-ORG INTF NN
SYM NN B-PERIOD RB VM
NN NN B-ORG NN NN
NN NN I-ORG NN NN
VM PSP B-PERSON DEM NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN NN
NNP NN B-PERIOD JJ NN
NN VM B-ORG NN RB
NN NN B-PERSON NNP DEM
NN NNP I-PERSON DEM NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
NN NNP B-PERSON SYM NN
NN NN B-PERSON NN NN
NN VM B-LOC NN PRP
NN VM B-PERSON NN NNP
NNP NN B-PERSON VM SYM
PRP VM B-PERIOD JJ NN
VM VM B-PERSON NN VM
VM SYM B-PERSON NNP NN
SYM NNP I-PERSON NN UT
UT VM B-PERSON NST JJ
NN NN B-NUM NN NN
NN NN B-DAY NST NN
NN PSP B-ORG NN SYM
NN SYM B-ORG NN VM
NN VM B-PERSON NN VM
NN VM B-PERSON VM SYM
VM SYM B-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN NN
VM NN B-PERSON NN VM
VM SYM B-LOC RB VM
RB VM B-NUM NN NN
PSP VM B-ORG NN NN
NN NN B-PERSON VM SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NST NN
NN PSP B-LOC NNP NST
PSP NNP I-LOC NST NNP
NNP NST B-LOC NN VM
VM VM B-NUM NN NN
NN VM B-ORG NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP I-PERSON NNP VM
NNP NNP I-PERSON VM SYM
NN SYM B-LOC NNP SYM
SYM NNP I-LOC SYM NST
NST NN B-LOC NN VM
SYM PRP B-NUM NN NN
NN VM B-PERSON VM SYM
NN NN B-DAY NN PSP
NN QF B-NUM NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC PSP NN
NN VM B-ORG SYM NNP
NNP SYM B-ORG NNP SYM
SYM NNP I-ORG SYM NNP
NNP SYM B-ORG NN VM
NN VM B-ORG NN NNP
NNP NN B-PERSON NNP PSP
NN NNP I-PERSON PSP NN
NNP PSP B-DAY NNP NST
PSP NN B-LOC NST NNP
NNP NST B-LOC NNP NNP
NST NNP I-LOC NNP NNP
NNP NNP B-LOC NN VM
NNP NNP I-LOC VM NN
NN NN B-PERSON NNP PSP
NN NNP I-PERSON PSP VM
VM SYM B-ORG NNP NN
SYM NNP I-ORG NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP QO
NNP NNP I-PERSON QO NN
NNP NNP B-NUM NN SYM
NN SYM B-ORG NN NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN VM
VM SYM B-ORG NNP NN
SYM NNP I-ORG NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN VM
VM SYM B-PERSON NN NST
NN NST B-PERSON NNP PSP
NST NNP I-PERSON PSP DEM
VM SYM B-ORG NN NNP
NNP NN B-PERSON NNP VM
NN NNP I-PERSON VM NNP
NNP VM B-LOC NN NN
NN VM B-PERSON NNP SYM
VM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN NNP
NNP NN B-PERSON NN VM
VM SYM B-PERSON VM VM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM VM
VM SYM B-PERSON NN NN
NN VM B-ORG SYM NNP
NNP SYM B-ORG NNP NN
SYM NNP I-ORG NN VM
VM SYM B-LOC NN NN
NN NN B-PERSON VM NN
SYM CC B-PERSON NNP NN
CC NNP I-PERSON NN NNP
NNP NN B-PERSON NST PSP
SYM NN B-PERSON NN NN
NN VM B-ORG NN NN
VM NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
NST PSP B-PERSON NN NNP
NNP NN B-PERSON NNP NNP
NN NNP I-PERSON NNP PSP
NNP NNP I-PERSON PSP NN
NN PRP B-LOC PSP NNP
NNP PSP B-ORG NN VM
NN VM B-PERSON NNP NN
VM NNP I-PERSON NN NN
PRP NN B-PERSON RP NST
NST PSP B-PERSON NN NN
NN SYM B-LOC PSP VM
PSP VM B-NUM NN NN
NN NN B-DAY NST NNP
NN NST B-PERSON NNP NN
NST NNP I-PERSON NN NN
NN VM B-ORG NN NN
NN NN B-ORG JJ NN
NN SYM B-ORG NN NN
SYM NNP I-ORG NN NN
NNP NN I-ORG NN NNP
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP PSP
NNP NNP I-PERSON PSP PSP
VM SYM B-PERSON NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-ORG NNP SYM
NN NNP I-ORG SYM NN
NN NNP B-PERSON NNP NN
NNP NNP I-PERSON NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-ORG NNP NN
NN NNP I-ORG NN PSP
NNP NNP I-ORG PSP JJ
NN NN B-LOC NST NN
NN VM B-ORG NN SYM
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
SYM NN B-PERSON NN NNP
NNP NN B-ORG JJ NN
NN JJ B-LOC PSP NN
NN VM B-ORG NNP RB
VM NNP I-ORG RB VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM RB
NN VM B-PERSON NN NN
NN NN B-ORG VM NNP
NN VM B-LOC NN NN
NNP NN B-DAY VM SYM
NN VM B-LOC NN NN
NN NN B-PERSON NNP RB
NN NNP I-PERSON RB NN
NN RB B-PERSON NNP PSP
RB NNP I-PERSON PSP VM
PSP VM B-PERIOD NN NST
VM QC I-PERIOD NST NN
SYM NN B-ORG NN JJ
NN NN I-ORG JJ JJ
JJ NN B-PERSON NNP NN
NN NNP I-PERSON NN NN
DEM NN B-ORG VM VM
VM UT B-PERSON VM SYM
VM SYM B-LOC NN NN
NN NN B-PERSON RB NN
NN NN B-PERSON DEM NN
VM SYM B-YEAR NN QC
SYM QC B-DATE QC NN
QC NN I-DATE NN NNP
QC NN B-PERSON NNP NNP
NN NNP I-PERSON NNP RB
DEM NST B-LOC NN NN
DEM NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-PERSON NN PRP
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
SYM NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN NN
SYM PRP B-PERIOD NN NN
PRP QC I-PERIOD NN VM
NN SYM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN VM B-PERSON NNP VM
VM NNP I-PERSON VM NN
NN NN B-DAY NN NNP
NN NN B-LOC NN NNP
NNP NN B-PERSON NN VM
VM SYM B-PERSON VM RB
NN VM B-PERSON NN NN
VM SYM B-LOC SYM QC
NNP SYM B-NUM NN NN
NN NN B-LOC NN NNP
NNP NN B-PERSON NN QO
NN NNP B-DAY QO NN
NNP NN B-PERIOD NN PSP
NN QO I-PERIOD PSP NN
SYM NST B-LOC NN NN
NN VM B-LOC NN NN
NN VM B-MONEY QC NN
VM QC I-MONEY NN VM
VM SYM B-LOC SYM NN
NN RB B-DAY NN NNP
NN NN B-LOC NNP NN
NN NNP B-PERSON NN NN
NN NN B-PERSON PRP NN
NN RB B-LOC NN NN
VM SYM B-PERSON NN QC
NNP NN B-TIME NN SYM
NN QC I-TIME SYM NN
VM NN B-TIME NN NN
NN QC I-TIME NN VM
VM SYM B-LOC SYM NN
NN RB B-DAY NNP NNP
RB NN B-LOC NNP NN
NN NNP B-PERSON NN NN
SYM NN B-TIME NN NN
NN QC I-TIME NN NN
NN NN B-PERSON NN NN
NN NNP B-DAY NN VM
VM SYM B-LOC SYM NN
SYM NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NNP B-DAY NNP NN
NNP NN B-LOC NN NNP
NNP NN B-LOC NN NN
VM SYM B-NUM NN NN
NN NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN VM
VM SYM B-LOC SYM NN
VM NNP B-PERSON NN VM
SYM NST B-DAY NN NNP
NN NN B-LOC NN PRP
NN NN B-PERSON SYM NNP
NNP SYM B-PERSON NNP NNP
SYM NNP I-PERSON NNP SYM
NNP NNP I-PERSON SYM NN
SYM NN B-PERSON SYM NNP
NNP SYM B-PERSON NNP SYM
SYM NNP I-PERSON SYM NNP
NNP SYM B-PERSON NNP NN
SYM NNP I-PERSON NN VM
VM SYM B-LOC SYM NN
NN NN B-LOC NN VM
VM SYM B-LOC NN NNP
NNP NN B-LOC DEM NN
NN NN B-NUM CL NN
VM SYM B-LOC SYM QF
JJ NN B-LOC NST NNP
NNP NST B-LOC NN RB
DEM NN B-DAY NN QC
NN NN B-NUM NN NN
VM SYM B-LOC SYM NN
SYM NN B-LOC NNP NN
NN NNP I-LOC NN NST
NN NST B-DAY NN JJ
VM SYM B-LOC NNP NST
SYM NNP B-LOC NST VM
VM SYM B-LOC SYM NN
NN NN B-DAY NST NNP
NN NST B-LOC NN NN
SYM NN B-PERSON PRP NNP
NNP PRP B-LOC NN NN
NN VM B-MONEY QC VM
VM QC I-MONEY VM NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NST NNP
NNP NST B-LOC PSP NN
NNP PSP B-DAY NN NN
RP VM B-ORG NN JJ
JJ NN B-LOC NN NN
VM NN B-NUM CL NN
RP NN B-NUM CL NN
NN NN B-LOC NNP NNP
NN NNP I-LOC NNP NN
NNP NNP I-LOC NN NN
NN NN B-LOC NN NST
NN NST B-NUM NN VM
NN VM B-LOC NN NN
NN RP B-NUM CL NN
VM SYM B-ORG NN NN
SYM NNP I-ORG NN PSP
NNP NN I-ORG PSP VM
PSP VM B-NUM NN VM
VM DEM B-NUM NN NN
NN VM B-ORG NN NN
NNP NN B-NUM VM SYM
VM NN B-NUM CL NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN PSP
SYM NN B-NUM RB VM
RB VM B-NUM NN NN
VM SYM B-NUM CL NN
NN SYM B-NUM NN NN
NN RP B-NUM CL DEM
VM PRP B-LOC NST NN
SYM PRP B-NUM NN NN
VM SYM B-PERIOD NN NN
PRP VM B-ORG NNP SYM
VM NNP B-LOC SYM NNP
NNP SYM B-ORG SYM VM
VM UT B-ORG NN NNP
NNP NN B-PERSON NNP JJ
NN NNP I-PERSON JJ NN
SYM NN B-NUM CL NN
SYM PRP B-NUM CL VM
VM PSP B-PERSON VM CC
NN VM I-PERSON VM SYM
NN VM B-PERSON VM SYM
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN PSP
VM SYM B-LOC NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN NNP
NNP NN B-LOC VM NN
VM SYM B-LOC NN NNP
NNP NN B-PERSON NNP DEM
NN NNP I-PERSON DEM NN
VM SYM B-LOC NN NN
NN NN B-LOC NN NN
NST VM B-LOC NN SYM
NN SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC VM NN
VM NN B-NUM CL NN
NST VM B-LOC NN VM
VM PRP B-LOC VM NN
VM NN B-LOC NN VM
SYM RP B-PERIOD QC NN
RP QC B-PERIOD NN PSP
QC QC I-PERIOD PSP NST
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NNP
NNP NNP I-PERSON NNP VM
NNP NNP B-LOC VM NNP
NNP VM B-ORG NN NN
VM NNP I-ORG NN PSP
NNP NN I-ORG PSP VM
NN NN B-LOC NN VM
SYM NN B-DAY NNP NN
NN NN B-LOC NN PSP
RDP NN B-LOC SYM NNP
NNP SYM B-LOC NN NNP
NNP NN B-LOC NN VM
NN VM B-LOC NN NN
VM SYM B-LOC NN NNP
NNP NN B-LOC PSP NN
PSP NN B-NUM NN NN
NN VM B-LOC VM NN
NN VM B-NUM CL NN
CL NN B-PERIOD NN NN
NN QO I-PERIOD NN PSP
NN PSP B-LOC NN NST
VM NN B-PERSON VM JJ
VM NN B-LOC VM NN
SYM DEM B-PERIOD NST NN
NN NN B-NUM QC VM
NN QC I-NUM VM SYM
VM SYM B-LOC VM VM
PRP NN B-LOC NN VM
PRP SYM B-LOC SYM NN
SYM NN B-LOC NN VM
NN VM B-ORG NN RB
NN VM B-LOC SYM NNP
NNP SYM B-LOC NN VM
VM SYM B-LOC PSP NN
NNP PSP B-DAY NNP NNP
PSP NN B-LOC NNP NNP
NNP NNP B-PERSON NNP PSP
NNP NNP I-PERSON PSP NN
NN NN B-LOC NNP NNP
NNP NNP B-PERSON NNP VM
NNP NNP I-PERSON VM NN
VM NN B-ORG NN NN
VM PRP B-ORG NN NN
PRP NNP I-ORG NN NNP
NN NN B-PERSON NNP PSP
NN NNP I-PERSON PSP NN
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC SYM NNP
NNP SYM B-LOC NST NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-LOC QC NN
SYM NNP B-PERIOD NN NN
NNP QC I-PERIOD NN NN
NN NN B-DAY NST VM
NST VM B-PERSON NNP NN
VM NNP B-LOC NN NNP
NNP NN B-PERSON NNP PSP
NN NNP I-PERSON PSP NN
NN NN B-NUM NN SYM
NN SYM B-LOC VM NN
NN NN B-NUM NN SYM
NN SYM B-LOC SYM NN
NN VM B-NUM SYM NN
NN NN B-NUM QC PSP
NN QC B-YEAR PSP VM
NN NN B-LOC QC QC
NN NNP B-MONEY QC NN
NNP QC I-MONEY NN VM
VM VM B-NUM SYM NN
SYM NN B-NUM VM SYM
PRP VM B-LOC NN VM
VM NN B-PERSON VM SYM
VM SYM B-LOC NN JJ
NN NNP B-ORG NN NN
NNP NN I-ORG NN NN
NN NN B-PERSON NNP VM
NN NNP I-PERSON VM SYM
VM SYM B-PERSON NN NN
NN VM B-LOC SYM NNP
NNP SYM B-LOC NN NN
NN VM B-PERSON NN VM
VM SYM B-LOC NN VM
NN JJ B-PERSON NNP SYM
JJ NNP I-PERSON SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC SYM NNP
NNP SYM B-LOC NN DEM
NN NN B-NUM RB VM
RB VM B-ORG NN NN
VM NNP I-ORG NN VM
NNP NN I-ORG VM SYM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM NNP
QC SYM B-LOC NN PRP
NN VM B-LOC NN NN
NN NN B-LOC JJ JJ
VM SYM B-LOC JJ NN
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP B-LOC NN NN
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN SYM
NN NN I-ORG SYM NN
NN SYM B-ORG NN NN
SYM NN I-ORG NN SYM
NN NN I-ORG SYM PSP
NN NN B-PERSON NNP NNP
NN NNP I-PERSON NNP NN
NNP NNP I-PERSON NN VM
DEM NN B-LOC NN NN
NN VM B-NUM NN VM
NN NN B-LOC SYM NNP
NNP SYM B-LOC NN NN
VM SYM B-LOC SYM NNP
NNP SYM B-LOC NN NNP
NN JJ B-DATE NNP NNP
JJ NN B-LOC NNP NN
NN NNP B-LOC NN NNP
NNP NN B-PERSON NNP SYM
NN NNP I-PERSON SYM NN
SYM NN B-PERSON NNP NST
NN NNP I-PERSON NST VM
VM DEM B-NUM NN INTF
NN PSP B-ORG NN NN
PSP NN I-ORG NN NN
NN RB B-PERSON SYM NNP
NNP SYM B-PERSON NST VM
NN VM B-ORG NN NN
VM NNP I-ORG NN NN
NNP NN I-ORG NN NN
NN NN I-ORG NN NN
JJ NN B-LOC PSP PRP
CC PRP B-PERIOD PSP NN
NN PSP B-PERIOD NN VM
NST NN B-PERIOD NN NN
NN QC I-PERIOD NN VM
VM SYM B-LOC SYM NN
NNP SYM B-DATE QC SYM
SYM NN I-DATE SYM JJ
JJ NN B-PERSON NNP VM
NN NNP I-PERSON VM NN
NNP NN B-LOC QC CL
NN NNP B-NUM CL RB
RB NN B-DAY NN VM
VM SYM B-LOC PSP NN
VM SYM B-LOC NN NN
NN NN B-PERSON NNP NN
NN NNP I-PERSON NN VM
PRP VM B-LOC QC CL
VM NNP B-NUM CL RB
VM PRP B-LOC JJ NN
SYM DEM B-PERIOD NN QC
DEM NN B-DATE QC SYM
NN NN I-DATE SYM QC
QC SYM B-DATE NN NNP
QC NN B-LOC PSP NNP
NNP PSP B-LOC NNP RB
PSP NNP I-LOC RB VM
VM NN B-PERSON NNP NN
NN NNP B-PERSON NN NN
NN VM B-PERSON NN JJ
SYM NN B-PERSON VM NNP
VM NN B-PERSON NNP NN
NN NNP B-LOC NN NN
VM SYM B-LOC SYM NN
